Teacher Name;University Currently Teaching;Department;Province University Located;Designation;Terminal Degree;Graduated from;Country;Year;Area of Specialization/Research Interests;Other Information
Muhammad Zafer Iqbal Siddiqui;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Faculty Member;MS;Shaheed Zulfikar Ali Bhutto Institute of Science and Technology;Pakistan;;"Software Design
Software Testing";
Urooj Waheed;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Assistant Professor;MS;Institute of Business Administration;Pakistan;;"Computer Organization and Architecture
Intelligent Systems
Human Computer Interaction
Computer Negtworks";
Nadeem Qamar;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Assistant Professor;MS;FAST– National University of Computer and Emerging Sciences;Pakistan;;"Human Computer Interaction
Artificial Intelligence";
Muhammad Naveed;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Assistant Professor;MS;Usman Institute of Technology;Pakistan;;WBAN (Wireless Body area Network), Wireless Adhoc Network, Wireless Sensor Network;PhD in progress from PAK-KIEFT
Tariq Saeed Tanoli;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Permanent Faculty;MS;PAF-Karachi Institute of Economics and Technology;Pakistan;;Security, Computer Networks, Telecommunication Infrastructure, Wireless ad-hoc Networks, System Administration.;
Hira Anwar Khan;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;MS;Institute of Business Administration;Pakistan;;"Human Computer Interaction
User Experience
Interaction Design
Intelligent Systems";
Muhammad Suleman;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Assistant Professor;MS;Hanyang University, Ansan;South Korea;;"System Architect
Machine Learning
Big data
Network Security";
Shah Muhammad Emaduddin;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Assistant Professor;MS;Politecnico di Torino;Italy;;Ubiquitous Computing, Wireless Networks;PhD in progress from PAK-KIEFT
Adnan Ullah Khan;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;MS;NED University of Engineering And Technology;Pakistan;;"Reports on  Census of Pakistan  1951,1961,1972,1981 and 1998
Demography Analysis of Pakistan
 Apply  Pearson’s System of frequency Curve in different date set of PDF, PGS with complete programming in R, SAS

?";Visiting
Waqas Azam;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Assistant Professor;MBA;Mohammad Ali Jinnah University;Pakistan;;Data Science, Predictive Analysis Based Decision Support System.;
Fizza;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Permanent Faculty;MS;PAF-Karachi Institute of Economics and Technology;Pakistan;;"Software Costing and Estimation
Software Quality
Big Data Analytics";
Fawad Qureshi;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Assistant Professor;BS;Purdue University;USA;;;
 Syed Nabeel Ali;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;MS;NED University of Engineering And Technology;Pakistan;;;
Hira Beenish;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;MSTN;BUKC;Pakistan;;"MPLS on Satellite Communication
Wearable Body Area Networks
Network  Security";
Abdul Wahab Khan;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Assistant Professor;MS;Mohammad Ali Jinnah University;Pakistan;;;PhD in progress from PAK-KIEFT
Sanjay Kumar;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;ME;NED University of Engineering And Technology;Pakistan;;"Analog IC designing
Semicinductor devices";
Urwah Lodhi;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;MS;NED University of Engineering And Technology;Pakistan;;"Artificial Intelligence
Software Engineering";
Solat Jabeen Sheikh;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Permanent Faculty;MS;NED University of Engineering And Technology;Pakistan;;;
Muhammad Azam Khan;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Permanent Faculty;MSC;Universtiy of Karachi;Pakistan;;;MSSE in progress from PAK-KIEFT
Rafi Ullah;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;BS;Hamdard University;Pakistan;;"Theoretical Computer Science
Algorithm & Complexities

 ";
Hasan Sardar;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Faculty Member;BS;PAF-Karachi Institute of Economics and Technology;Pakistan;;"Information System Audit
Information Security
IT Governance
IT Risk Management
Telecommunication and Networking
Global IT Standards and Frameworks

 ";MS in progress from MAJU
 Faisal Ahmed;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;M.Sc;Universtiy of Karachi;Pakistan;;"Machine Learning
Intelligent Systems
Theoretical Computer Science
Algorithm & Complexities
Energy Systems
Robotics
Renewable Energy.";MS in progress from PAK-KIET
Muhammad Zubair;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;BS;PAF-Karachi Institute of Economics and Technology;Pakistan;;"Data & Text Mining
Machine Learning
Information Retrieval";MS in progress from PAK-KIET
Abdul Hafeez Adam;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;BS;PAF-Karachi Institute of Economics and Technology;Pakistan;;"Big Data Analysis
NoSQL Databases
Grid Computing
Data Mining";
Amanullah Khan;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;BS;PAF-Karachi Institute of Economics and Technology;Pakistan;;;
Ibraheem Hassan;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;BS;PAF-Karachi Institute of Economics and Technology;Pakistan;;"Grid Computing
Data Mining";
M Qasim Ashraf;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;BS;PAF-Karachi Institute of Economics and Technology;Pakistan;;"Big Data Analysis
NoSQL Databases
Grid Computing
Data Mining";
Rohit Hansrajani;PAF-Karachi Institute of Economics and Technology;Computing & Information Sciences;Sindh;Lecturer;BE;NED University of Engineering And Technology;Pakistan;; Energy Systems;
Roshan A. Shaikh;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Professor/Dean;Doctor of Professional Studies;Pace University, New York;USA;;;
Asim Imdad Wagan;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Associate Professor;PhD;INSA de Lyon, Rhone;France;;;
Shaukat Wasi;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Associate Professor/HoD;PhD;FAST– National University of Computer and Emerging Sciences;Pakistan;;;
Khaliq-ur-Rahman Raazi;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Associate Professor/HoD;PhD;Kyung Hee University;South Korea;;;
Kashif Ishaque;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Associate Professor;PhD;Universiti Teknologi PETRONAS;Malaysia;;Modelling and simulation of grid-connected photovoltaic system, efficient battery charging devices for PV system, intelligent control, non-linear systems and exploitation of evolutionary algorithms such as genetic algorithm (GA), particle swarm optimization (PSO) and differential evolution (DE) in engineering applications.;
Haji Khan Soomro;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Professor;PhD;University of Dundee;UK;;;
Syed Qutubuddin Ahmed;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Assistant Professor;PhD;Illinois Institute of Technology;USA;;;
Syed Asad Hussain;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Assistant Professor;PhD;City University of Science and Technology;HongKong;2017;Building energy efficiency, data fusion, uncertainty analysis and robust control.;
Asmat Ara;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Assistant Professor;PhD;University of Karachi;Pakistan;;;
Ahmer Umer;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Assistant Professor;MS;Mohammad Ali Jinnah University;Pakistan;;;PhD in progress from  Federal Urdu University of Arts, Science & Technology
Aqeel Tahir;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Assistant Professor;M.E;Usman Institute of Technology (Hamdard University);Pakistan;;;
Aamir Shaikh;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Assistant Professor;MSc;University of Karachi;Pakistan;;;
Khalid Mahmood Dar;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Assistant Professor;PhD;Shaheed Zulfikar Ali Bhutto Institute of Science and Technology;Pakistan;;;
Muhammad Kashif Khan;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Assistant Professor;MS;Mohammad Ali Jinnah University;Pakistan;;Artificial Intelligence, Human Computer Interaction, Machine Learning, and Data Mining.;
Nazish Nouman;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Assistant Professor;MS;Jinnah University for Women;Pakistan;;Human Computer Interactions,Semantic Web,Ubiquitous Computing;
Waheed Uddin Hyder;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Assistant Professor;PhD;University of Malaga;Spain;;;
Muhammad Yaseen Khan;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Senior Lecturer;MS;PAF-Karachi Institute of Economics and Technology;Pakistan;;Text Summarization, Machine Learning, Information Retrieval, Influence Mining, Affective Computing, Psychology and Computational Linguistics.;
Fouzia Naz;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Lecturer;MS;Mohammad Ali Jinnah University;Pakistan;;;
Ghulam Mujtaba;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Lecturer;MS;International Islamic University,Islamabad;Pakistan;;Mobile Computing, Human Computer Interaction and Mobile Game Development.;
Hafiz Muhammad Sohaib Azhar;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Lecturer;M.E;NED University of Engineering And Technology;Pakistan;;Telemedicine, Telematics, Optical-Laser Communication System, Satellite Communication, Micro wave [LOS] Communication System etc.;
Moomal Turk;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Lecturer;M.E;Mehran University of Engineering & Technology;Pakistan;;;
Syed Imran Ali;Mohammad Ali Jinnah University;FACULTY OF COMPUTING & ENGINEERING;Sindh;Lecturer;MS;Mohammad Ali Jinnah University;Pakistan;;;
Waqar Saleem;Habib University;Computer Science;Sindh;Assistant Professor;PhD;Max Planck Institute for Computer Science;Germany;;"Digital processing and management tools for 2D and 3D shape repositories; geometric modeling; data structures; advanced programming; algorithm analysis; digital computer logic; computer architecture; linear algebra; discrete mathematics.";
Shah Jamal Alam;Habib University;Computer Science;Sindh;Assistant Professor/Director;PhD;Manchester Metropolitan University;UK;;Social network analysis,Land use change,Climate change adaptation,Infectious disease transmission,Social anthropology;
Umair Azfar Khan;Habib University;Computer Science;Sindh;Assistant Professor;PhD;Kyushu University,Fukuoka;Japan;;Artificial Intelligence and Planning Graphs;
Syeda Saleha Raza;Habib University;Computer Science;Sindh;Assistant Professor;PhD;Institute of Business Administration,Karachi;Pakistan;;Robotics, Machine Learning, Probabilistic Reasoning and Computational Intelligence;
Shahid Hussain;Habib University;Computer Science;Sindh;Assistant Professor;PhD;King Abdullah University of Science and Technology;Saudi Arabia;;design and analysis of efficient algorithms, graph theory, discrete and combinatorial optimization, and machine learning/data mining.;
Taj Muhammad Khan;Habib University;Computer Science;Sindh;Assistant Professor;PhD;INRIA Saclay Ile-de-France;France;;Computer Architecture, Compiler Optimizations and Natural Languages;
Muhammad Moosa;Islamia University Bhawalpur,Bhawalnagar Campus;Computer Science & IT;Punjab;Lecturer;BSCS;;;;;
Muhammmad Suleman;Islamia University Bhawalpur,Bhawalnagar Campus;Computer Science & IT;Punjab;Lecturer;MCS;;;;;
Omer Ajmal;Islamia University Bhawalpur,Bhawalnagar Campus;Computer Science & IT;Punjab;Lecturer;BSCS;;;;System Analysis and Design, Process/Product Engineering, Databases, Data Mining, AI;
Tenvir Ali;Islamia University Bhawalpur,Bhawalnagar Campus;Computer Science & IT;Punjab;Lecturer;MCS;;;;;
Asia Ramzan;Islamia University Bhawalpur,Bhawalnagar Campus;Computer Science & IT;Punjab;Lecturer;MCS;;;;;On Study Leave
Dost Muhammad Khan;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;PhD;University of Technology;Mauritius;;RDBMS, Distributed Systems, Multi-Agent System (MAS), Data Minning and Data Minning Techniques.;
Shahzad Ali;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;PhD;;;;Energy Efficient Cloud Computing, Decision Making Algorithm;
Waqar Aslam;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;PhD;Eindhoven University of Technology (TU/e);Netherland;;;HEC Approved Supervisor
Tareef Ali Khan;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;MSc;;;;Database & Software Engineering;Incharge Timetable
Najia Saher;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;MS;;;;;
Malik Muhammad Saad Missen;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;PostDoc;Université de la Rochelle;France;2015;Information Retrieval/Processing,Web Usability Engineering,Software Quality Assurance;
Mamoona Naveed Asghar;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;PhD;University of Essex;UK;;Research interests include the security aspects of multimedia (Audio and Video), Compression, Encryption, Steganography, Secure transmission and the Key management schemes for standard and scalable video.;
Imran Sarwar Bajwa;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;PhD;University of Birmingham;UK;;Natural Language Processing, Automated Software Engineering, Image Processing, Machine Translation;HEC Approved Supervisor
Nadeem Akhtar;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;PhD;University of South Brittany;France;;Formal software engineering, Software architecture, Multi-agent robotics;HEC Approved Supervisor
Shahzada Khurram;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;MSCS;;;;;
Mujtaba Husnain;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;MSCS;University of Management and Technology;Pakistan;2006;;On Study Leave
Salman Qadri;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;MSCS;;;;;
Muhammad Ateeq;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;MSCS;COMSATS Institute of Information Technology,Wah Cantt;Pakistan;; Computer Networks;
Ali Nawaz Shah;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MSc;;;; Database Programming;
Humera Arshad;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MSc;;;;Programming & Networking;
Faisal Shahzad ;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MSc;;;;;
Ali Samad Tauni;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MSc;;;;;
Ishrat Hayat Malik;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MSCS;;;;Web Designing and Web Development, Java Mobile Application, Software Development, Urdu Programing using Java, Data Structure, Building E-Commerce Applications.;
Syed Rafaqut Hussain Kazmi;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MSc;;;;Software Engineering (Testing, Swe Quality Assurence).;
Zaman Ali;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MCS;;;;;
 Muzammil-ul-Rehman;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;BSCS;;;;;
Maria Gillani;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MSc;;;;;
Waheed Anwer;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MCS;The Islamia University of Bahawalpur ;Pakistan;2004; Programming, Networking;
Muhammad Munawar Ahmed;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MSc;;;;;
Saima Abdullah;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;PhD;University of Essex;UK;;Wireless sensor networks. Internet of things(IoT), Scheduling patterns of sensor messages, Node failures management, QoS aware message scheduling;
Muhammad Zeeshan Afzal;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MSc;;;;;On Study Leave
Aisha Hina Mughal;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;BSCS;;;; Image Processing and Artificial Intelligence.;On Study Leave
Muhammad Zeeshan Jhandir;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MSc;;;;;On Study Leave
Hafiz Munsub Ali;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MSCS;;;;Stochastic Processes, Markov Logic, Wireless Technology;On Study Leave
Muhammad Omar;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;MSCS;University of Engineering and Technology;Pakistan;2006;;On Study Leave
Shahzad Mumtaz;Islamia University Bhawalpur;Computer Science & IT;Punjab;Lecturer;PhD;Aston University, Birmingham;UK;;Machine Learning/Data Science/Data Mining/Statistical Pattern Analysis in general but with a particular interest in probabilistic approaches of high-dimensional data projection approaches and their use in answering questions related to biological problems related to protein analytics, patient specific analytics etc.;
Afsah Imtiaz Elahi;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;MS;;;;SPM, HCI;
Nazir Ahmad;Islamia University Bhawalpur;Computer Science & IT;Punjab;Assistant Professor;MSCS;University of Agriculture Faisalabad;Pakistan;2011;;
Azhar Mushtaq;University of Sargodha,Bhakkar Campus;Computer Science;Punjab;Assistant Professor/In Charge;;;;;;
Faheem Ahmed Khalid;University of Sargodha,Bhakkar Campus;Computer Science;Punjab;Assistant Professor;;;;;;
Muhammad Abu Bakar;University of Sargodha,Bhakkar Campus;Computer Science;Punjab;Lecturer;;;;;;
Khalid Mehmood Aamir;University of Sargodha,Mianwali Campus;Computer Science;Punjab;Assistant Professor/In Charge;PhD;;;;;
M. Waqas Manzoor;University of Sargodha,Mianwali Campus;Computer Science;Punjab;Assistant Professor;;;;;;
M. Asghar Nadeem;University of Sargodha,Mianwali Campus;Computer Science;Punjab;Assistant Professor;;;;;;
Mudassar Ali Zaidi;University of Sargodha,Mianwali Campus;Computer Science;Punjab;Lecturer;;;;;;
Hafiz Muhammad Imran;University of Sargodha,Mianwali Campus;Computer Science;Punjab;Lecturer;;;;;;
Shafaan Khaliq;University of Sargodha,Mianwali Campus;Computer Science;Punjab;Lecturer;;;;;;
Samreen Razzaq;University of Sargodha,Mianwali Campus;Computer Science;Punjab;Lecturer;;;;;;
Mehdi Hassan;University of Chakwal;Computer Science;Punjab;Assistant Professor;PhD;Pakistan Institute of Engineering and Applied Sciences;Pakistan;;Machine Learning;
Imran Faizi;University of Chakwal;Computer Science;Punjab;Lecturer;M.Phil;University of Engineering and Technology,Taxila;Pakistan;;Data Mining and Network Programming;PhD in progress
Farooq Bilal;University of Chakwal;Computer Science;Punjab;Lecturer;M.Phil;University of Engineering and Technology,Taxila;Pakistan;;Wireless Sensor Network;PhD in progress
Imran Ullah;University of Chakwal;Computer Science;Punjab;Lecturer;M.Phil;Centre for Advanced Studies in Engineering;Pakistan;;Computer Networks;
Sajeela Yaqoob;University of Chakwal;Computer Science;Punjab;Lecturer;M.Phil;;;;Software Engineering;
Mohsin Raza;University of Chakwal;Computer Science;Punjab;Network Administrator;;;;;;
Muhammad Yasir Bhutta;Ghazi University;Computer Science and Information Technology;Punjab;Head of Department;;;;;;
Hafiz Gulfam Ahmad Umar;Ghazi University;Computer Science and Information Technology;Punjab;Lecturer;;;;;;
Muhammad Jasim Shah;Ghazi University;Computer Science and Information Technology;Punjab;Lecturer;;;;;;
Muhammad Gulzar;Ghazi University;Computer Science and Information Technology;Punjab;Lecturer;;;;;;
Zaib-ul-Nisa Khosa;Ghazi University;Computer Science and Information Technology;Punjab;Lecturer;;;;;;
Tasleem Mustafa;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Assistant Professor/Chairman;;;;;create/use new database technologies to modern hardware and large applications for the proper use of resources.;
Ahsan Raza Sattar;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Assistant Professor;;;;;create/use new technologies of image enhancement, image information gathering. Decision support system based on image processing.;
Ahsan Latif;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Assistant Professor;PhD;;Austria;;Computer Vision, Artificial Intelligence, Nonlinear Dynamics;HEC Approved Supervisor
Imran Mumtaz;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Assistant Professor;;;;;;
Salman Afsar Awan;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Lecturer;;;;;;
Ahmed Mateen;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Lecturer;;;;;Software application Design & Analysis for corporate infrastructure’s evaluation, design and implementation are major area of expertise.;
Saqib Ali;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Assistant Professor;PhD;;;;Networking and distributed computing technology, Multi-channel multi-radio high speed wireless networks, Network performance monitoring and Interference optimization. ;HEC Approved Supervisor
Fahad Jan;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Lecturer;;;;;My main area of research is in the design and implementation of advanced programming languages, including functional languages, object-oriented languages, and concurrent languages.;
Muhammad Azam Zia;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Lecturer;;;;;To extend research methodologies in IT rapid change in technology, IETF design and standardized different transport protocols. To understand and explore the functionalities of these protocols using different simulators like NS-2, Opnet, Qualnet etc.;
Raheela Nasim;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Lecturer;;;;;Theoretical Foundation of Software Engineering, Modeling and Enactment of Software Traditional and Agile Processes, Software Architecture for Service oriented and cloud based provisioning, State-of-the-art and State-of-the Practice in Software Architecture, Evolution of requirements over time, product families and variability.;
Akmal Rehan;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Lecturer;;;;;My main area of research is Data Communication and Networks, which includes the design and implementation of Networks.;
Nayyar Iqbal;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Lecturer;;;;;specialization in object oriented design and analysis with extensive experience in the full life cycle of software design process including requirement definition, analysis, proof of concepts, design, interface implementation, testing and maintenance;
Qamar Nawaz;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Lecturer;MSCS;;;;;
Hassan Tariq;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Lecturer;MS;;;;;
Kareem Ullah;University of Agricultre Faisalabad;Computer Science and Engineering;Punjab;Lecturer;;;;;Global Software Development, Offshore Software Development, Software Requirement Engineering, Software Process Engineering;
M. Ramzan Talib;Government College University Faisalabad;Computer Science;Punjab;Chairperson;;;;;;
Muhammad Kashif Hanif;Government College University Faisalabad;Computer Science;Punjab;Assistant Professor;PhD;Hamburg University of Technology;Germany;2014;;
Sami Ullah;Government College University Faisalabad;Computer Science;Punjab;Assistant Professor;MS;University of Agriculture, Faisalabad;Pakistan;;;
Muhammad Usman;Government College University Faisalabad;Computer Science;Punjab;Lecturer;;;;;;
Sh. Muhammad Aamir;Government College University Faisalabad;Computer Science;Punjab;Lecturer;MS;Government College University, Faisalabad;Pakistan;;;
Muhammad Irfan Khan;Government College University Faisalabad;Computer Science;Punjab;Lecturer;MS;University of Agriculture, Faisalabad;Pakistan;;;
Muhammad Younas;Government College University Faisalabad;Computer Science;Punjab;Lecturer;;;;;;
Tahir Abdullah;Government College University Faisalabad;Computer Science;Punjab;Lecturer;MS;University of the Punjab;Pakistan;;;
Rao Sohail Iqbal Asif;Government College University Faisalabad;Computer Science;Punjab;Lecturer;MS;University of Central Punjab;Pakistan;;;
Nafees Ayub;Government College University Faisalabad;Computer Science;Punjab;Lecturer;MS;Government College University, Faisalabad;Pakistan;;;
Asma Sajid;Government College University Faisalabad;Computer Science;Punjab;Lecturer;MS;National University of Sciences and Technology;Pakistan;2013;;
Uzma Jamil;Government College University Faisalabad;Computer Science;Punjab;Lecturer;PhD;Bahria University,Islamabad;Pakistan;2017;;
Ghulam Ali;Government College University Faisalabad;Computer Science;Punjab;Lecturer;;;;;;
Muhammad Adeel Zahid;Government College University Faisalabad;Computer Science;Punjab;Lecturer;;;;;;
Syeda Mamoona;Government College University Faisalabad;Computer Science;Punjab;Examiniation Coordinator;;;;;;
Muhammad Aater Javed;Government College University Faisalabad;Computer Science;Punjab;Lab Engineer;MS;University of Agriculture, Faisalabad;Pakistan;;;
Waqar Ahmad;National Textile University,Faisalabad;Computer Science;Punjab;Assistant Professor/Chairman;MSCS;Blekinge Institute of Technology;Sweden;2010;Data Mining with emphasis of big data analytics, Machine Learning, Applications of Machine learning and data mining, Decision support system, Applications of machine learning in health sciences;
Muhammad Asif Habib;National Textile University,Faisalabad;Computer Science;Punjab;Assistant Professor;PhD;JKU;Austria;;Computer Networks (Information Network Security (Access Control/Authorization), Cloud Computing Security);HEC Approved Supervisor
Muhammad Asif;National Textile University,Faisalabad;Computer Science;Punjab;Assistant Professor;PhD;Asian Institute of Technology;Thailand;;;HEC Approved Supervisor
Rehan Ashraf;National Textile University,Faisalabad;Computer Science;Punjab;Assistant Professor;PhD;University of Engineering and Technology,Taxila;Pakistan;;Image classification, Image retrieval, Content-Based Image Retrieval, Machine learning, Computer vision;
Mudassar Ahmad;National Textile University,Faisalabad;Computer Science;Punjab;Assistant Professor;PhD;University of Technology;Malaysia;;;
Sohail Jabbar;National Textile University,Faisalabad;Computer Science;Punjab;Assistant Professor;PhD;Bahria University,Islamabad;Pakistan;;Wireless Communication and Networks;
Nadeem Faisal;National Textile University,Faisalabad;Computer Science;Punjab;Lecturer;PhD;University of Oviedo;Spain;2017;E-commerce, usability testing, User interface design, User acceptance testing, User experience design, Databases, Requirement engineering & analysis, Human-computer-interaction.;
Haseeb Ahmad;National Textile University,Faisalabad;Computer Science;Punjab;Assistant Professor;PhD;Beijing University of Posts & Telecommunications;China;2017;Data Mining (Classification, Prediction, Online Social Networks, Recommender Systems and other similar topics), Information Security (Privacy preservation, Authentication and other similar topics).;
Shahbaz Ahmed;National Textile University,Faisalabad;Computer Science;Punjab;Assistant Professor;MSCS;University of Agriculture, Faisalabad;Pakistan;2005;Geographical Information System, Advanced theory of Computation, Big Data Analytics;
Mubeen Aslam;National Textile University,Faisalabad;Computer Science;Punjab;Assistant Professor;MSCS;University of Agriculture, Faisalabad;Pakistan;;;
Muhammad Adeel;National Textile University,Faisalabad;Computer Science;Punjab;Lecturer;MSCS;Government College University,Faisalabad;Pakistan;2011;;
Muhammad Shahid;National Textile University,Faisalabad;Computer Science;Punjab;Lecturer;MSSE;Linköping University;Sweden;2008;Software Engineering, Model-Based Software Engineering, Model-Based Testing, Software Architecture and Design, Software Process Improvement, Formal Methods, Model Checking, Software Quality Assurance, Software Testing, Programming Techniques, Parallel Programming, Mobile Computing, Autimated Testing;
Nasir Mahmood;National Textile University,Faisalabad;Computer Science;Punjab;Lecturer;MSc;University of Engineering and Technology,Taxila;Pakistan;2009;Computer Architecture, Operating System, Computer Networks;
Umer Ali Khan;National Textile University,Faisalabad;Computer Science;Punjab;Lecturer;MSSE;University of Engineering and Technology,Taxila;Pakistan;;;
Shahbaz Ahmad Sahi;National Textile University,Faisalabad;Computer Science;Punjab;Lecturer;MSCS;National Textile University;Pakistan;2014;Research Paper Recommender Systems (Co-Citation & Bibliographic Analysis, Content and Metadata based Recommendation), Information Retrieval in Digital Libraries (Rule based information extraction from PDF sources);
