,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
1519,Sohail Imran,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Permanent Faculty,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Big Data Analytics, Data Mining, Date warehousing",PhD in progress from PAK-KIEFT
1520,Kashif Bashir,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Networking, Telecommunication and Wireless ad-hoc Networks",PhD in progress from PAK-KIEFT
1521,Muhammad Affan Aleem,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,Mohammad Ali Jinnah University,Pakistan,,"Image Processing, Pattern Recognition, Machine Learning",PhD in progress from PAK-KIEFT
1522,Mohammad Ayub Latif,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Faculty Member,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Software Engineering
Use of software metrics for improving software processes
Social network analysis",PhD in progress from PAK-KIEFT
1523,Samrina Zameer,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,ME,NED University of Engineering And Technology,Pakistan,,"Electronics
Computer Network",PhD in progress from NED
1524,Saad Rehman Shah,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Faculty Member,MS,NCSU,Pakistan,,"Network Security
Technology in Education",
1525,Muhammad Zafer Iqbal Siddiqui,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Faculty Member,MS,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology,Pakistan,,"Software Design
Software Testing",
1526,Urooj Waheed,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,Institute of Business Administration,Pakistan,,"Computer Organization and Architecture
Intelligent Systems
Human Computer Interaction
Computer Negtworks",
1527,Nadeem Qamar,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,,"Human Computer Interaction
Artificial Intelligence",
1528,Muhammad Naveed,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,Usman Institute of Technology,Pakistan,,"WBAN (Wireless Body area Network), Wireless Adhoc Network, Wireless Sensor Network",PhD in progress from PAK-KIEFT
1529,Tariq Saeed Tanoli,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Permanent Faculty,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Security, Computer Networks, Telecommunication Infrastructure, Wireless ad-hoc Networks, System Administration.",
1530,Hira Anwar Khan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,MS,Institute of Business Administration,Pakistan,,"Human Computer Interaction
User Experience
Interaction Design
Intelligent Systems",
1531,Muhammad Suleman,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,"Hanyang University, Ansan",South Korea,,"System Architect
Machine Learning
Big data
Network Security",
1532,Shah Muhammad Emaduddin,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,Politecnico di Torino,Italy,,"Ubiquitous Computing, Wireless Networks",PhD in progress from PAK-KIEFT
1533,Adnan Ullah Khan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,MS,NED University of Engineering And Technology,Pakistan,,"Reports on  Census of Pakistan  1951,1961,1972,1981 and 1998
Demography Analysis of Pakistan
 Apply  Pearson’s System of frequency Curve in different date set of PDF, PGS with complete programming in R, SAS

?",Visiting
1534,Waqas Azam,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MBA,Mohammad Ali Jinnah University,Pakistan,,"Data Science, Predictive Analysis Based Decision Support System.",
1535,Fizza,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Permanent Faculty,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Software Costing and Estimation
Software Quality
Big Data Analytics",
1536,Fawad Qureshi,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,BS,Purdue University,USA,,,
1537, Syed Nabeel Ali,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,MS,NED University of Engineering And Technology,Pakistan,,,
1538,Hira Beenish,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,MSTN,BUKC,Pakistan,,"MPLS on Satellite Communication
Wearable Body Area Networks
Network  Security",
1539,Abdul Wahab Khan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,Mohammad Ali Jinnah University,Pakistan,,,PhD in progress from PAK-KIEFT
1540,Sanjay Kumar,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,ME,NED University of Engineering And Technology,Pakistan,,"Analog IC designing
Semicinductor devices",
1541,Urwah Lodhi,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,MS,NED University of Engineering And Technology,Pakistan,,"Artificial Intelligence
Software Engineering",
1542,Solat Jabeen Sheikh,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Permanent Faculty,MS,NED University of Engineering And Technology,Pakistan,,,
1543,Muhammad Azam Khan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Permanent Faculty,MSC,Universtiy of Karachi,Pakistan,,,MSSE in progress from PAK-KIEFT
1544,Rafi Ullah,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BS,Hamdard University,Pakistan,,"Theoretical Computer Science
Algorithm & Complexities

 ",
1545,Hasan Sardar,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Faculty Member,BS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Information System Audit
Information Security
IT Governance
IT Risk Management
Telecommunication and Networking
Global IT Standards and Frameworks

 ",MS in progress from MAJU
1546, Faisal Ahmed,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,M.Sc,Universtiy of Karachi,Pakistan,,"Machine Learning
Intelligent Systems
Theoretical Computer Science
Algorithm & Complexities
Energy Systems
Robotics
Renewable Energy.",MS in progress from PAK-KIET
1547,Muhammad Zubair,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Data & Text Mining
Machine Learning
Information Retrieval",MS in progress from PAK-KIET
1548,Abdul Hafeez Adam,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Big Data Analysis
NoSQL Databases
Grid Computing
Data Mining",
1549,Amanullah Khan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BS,PAF-Karachi Institute of Economics and Technology,Pakistan,,,
1550,Ibraheem Hassan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Grid Computing
Data Mining",
1551,M Qasim Ashraf,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Big Data Analysis
NoSQL Databases
Grid Computing
Data Mining",
1552,Rohit Hansrajani,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BE,NED University of Engineering And Technology,Pakistan,, Energy Systems,
1553,Roshan A. Shaikh,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Professor/Dean,Doctor of Professional Studies,"Pace University, New York",USA,,,
1554,Asim Imdad Wagan,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Associate Professor,PhD,"INSA de Lyon, Rhone",France,,,
1555,Shaukat Wasi,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Associate Professor/HoD,PhD,FAST– National University of Computer and Emerging Sciences,Pakistan,,,
1556,Khaliq-ur-Rahman Raazi,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Associate Professor/HoD,PhD,Kyung Hee University,South Korea,,,
1557,Kashif Ishaque,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Associate Professor,PhD,Universiti Teknologi PETRONAS,Malaysia,,"Modelling and simulation of grid-connected photovoltaic system, efficient battery charging devices for PV system, intelligent control, non-linear systems and exploitation of evolutionary algorithms such as genetic algorithm (GA), particle swarm optimization (PSO) and differential evolution (DE) in engineering applications.",
1558,Haji Khan Soomro,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Professor,PhD,University of Dundee,UK,,,
1559,Syed Qutubuddin Ahmed,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,Illinois Institute of Technology,USA,,,
1560,Syed Asad Hussain,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,City University of Science and Technology,HongKong,2017.0,"Building energy efficiency, data fusion, uncertainty analysis and robust control.",
1561,Asmat Ara,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,University of Karachi,Pakistan,,,
1562,Ahmer Umer,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,MS,Mohammad Ali Jinnah University,Pakistan,,,"PhD in progress from  Federal Urdu University of Arts, Science & Technology"
1563,Aqeel Tahir,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,M.E,Usman Institute of Technology (Hamdard University),Pakistan,,,
1564,Aamir Shaikh,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,MSc,University of Karachi,Pakistan,,,
1565,Khalid Mahmood Dar,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology,Pakistan,,,
1566,Muhammad Kashif Khan,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,MS,Mohammad Ali Jinnah University,Pakistan,,"Artificial Intelligence, Human Computer Interaction, Machine Learning, and Data Mining.",
1567,Nazish Nouman,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,MS,Jinnah University for Women,Pakistan,,"Human Computer Interactions,Semantic Web,Ubiquitous Computing",
1568,Waheed Uddin Hyder,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,University of Malaga,Spain,,,
1569,Muhammad Yaseen Khan,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Senior Lecturer,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Text Summarization, Machine Learning, Information Retrieval, Influence Mining, Affective Computing, Psychology and Computational Linguistics.",
1570,Fouzia Naz,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Lecturer,MS,Mohammad Ali Jinnah University,Pakistan,,,
1571,Ghulam Mujtaba,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Lecturer,MS,"International Islamic University,Islamabad",Pakistan,,"Mobile Computing, Human Computer Interaction and Mobile Game Development.",
1572,Hafiz Muhammad Sohaib Azhar,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Lecturer,M.E,NED University of Engineering And Technology,Pakistan,,"Telemedicine, Telematics, Optical-Laser Communication System, Satellite Communication, Micro wave [LOS] Communication System etc.",
1573,Moomal Turk,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Lecturer,M.E,Mehran University of Engineering & Technology,Pakistan,,,
1574,Syed Imran Ali,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Lecturer,MS,Mohammad Ali Jinnah University,Pakistan,,,
1575,Waqar Saleem,Habib University,Computer Science,Sindh,Assistant Professor,PhD,Max Planck Institute for Computer Science,Germany,,Digital processing and management tools for 2D and 3D shape repositories; geometric modeling; data structures; advanced programming; algorithm analysis; digital computer logic; computer architecture; linear algebra; discrete mathematics.,
1576,Shah Jamal Alam,Habib University,Computer Science,Sindh,Assistant Professor/Director,PhD,Manchester Metropolitan University,UK,,"Social network analysis,Land use change,Climate change adaptation,Infectious disease transmission,Social anthropology",
1577,Umair Azfar Khan,Habib University,Computer Science,Sindh,Assistant Professor,PhD,"Kyushu University,Fukuoka",Japan,,Artificial Intelligence and Planning Graphs,
1578,Syeda Saleha Raza,Habib University,Computer Science,Sindh,Assistant Professor,PhD,"Institute of Business Administration,Karachi",Pakistan,,"Robotics, Machine Learning, Probabilistic Reasoning and Computational Intelligence",
1579,Shahid Hussain,Habib University,Computer Science,Sindh,Assistant Professor,PhD,King Abdullah University of Science and Technology,Saudi Arabia,,"design and analysis of efficient algorithms, graph theory, discrete and combinatorial optimization, and machine learning/data mining.",
1580,Taj Muhammad Khan,Habib University,Computer Science,Sindh,Assistant Professor,PhD,INRIA Saclay Ile-de-France,France,,"Computer Architecture, Compiler Optimizations and Natural Languages",
1581,Muhammad Moosa,"Islamia University Bhawalpur,Bhawalnagar Campus",Computer Science & IT,Punjab,Lecturer,BSCS,,,,,
1582,Muhammmad Suleman,"Islamia University Bhawalpur,Bhawalnagar Campus",Computer Science & IT,Punjab,Lecturer,MCS,,,,,
1583,Omer Ajmal,"Islamia University Bhawalpur,Bhawalnagar Campus",Computer Science & IT,Punjab,Lecturer,BSCS,,,,"System Analysis and Design, Process/Product Engineering, Databases, Data Mining, AI",
1584,Tenvir Ali,"Islamia University Bhawalpur,Bhawalnagar Campus",Computer Science & IT,Punjab,Lecturer,MCS,,,,,
1585,Asia Ramzan,"Islamia University Bhawalpur,Bhawalnagar Campus",Computer Science & IT,Punjab,Lecturer,MCS,,,,,On Study Leave
1586,Dost Muhammad Khan,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of Technology,Mauritius,,"RDBMS, Distributed Systems, Multi-Agent System (MAS), Data Minning and Data Minning Techniques.",
1587,Shahzad Ali,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,,,,"Energy Efficient Cloud Computing, Decision Making Algorithm",
1588,Waqar Aslam,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,Eindhoven University of Technology (TU/e),Netherland,,,HEC Approved Supervisor
1589,Tareef Ali Khan,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MSc,,,,Database & Software Engineering,Incharge Timetable
1590,Najia Saher,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MS,,,,,
1591,Malik Muhammad Saad Missen,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PostDoc,Université de la Rochelle,France,2015.0,"Information Retrieval/Processing,Web Usability Engineering,Software Quality Assurance",
1592,Mamoona Naveed Asghar,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of Essex,UK,,"Research interests include the security aspects of multimedia (Audio and Video), Compression, Encryption, Steganography, Secure transmission and the Key management schemes for standard and scalable video.",
1593,Imran Sarwar Bajwa,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of Birmingham,UK,,"Natural Language Processing, Automated Software Engineering, Image Processing, Machine Translation",HEC Approved Supervisor
1594,Nadeem Akhtar,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of South Brittany,France,,"Formal software engineering, Software architecture, Multi-agent robotics",HEC Approved Supervisor
1595,Shahzada Khurram,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MSCS,,,,,
1596,Mujtaba Husnain,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MSCS,University of Management and Technology,Pakistan,2006.0,,On Study Leave
1597,Salman Qadri,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MSCS,,,,,
1598,Muhammad Ateeq,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MSCS,"COMSATS Institute of Information Technology,Wah Cantt",Pakistan,, Computer Networks,
1599,Ali Nawaz Shah,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,, Database Programming,
1600,Humera Arshad,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,Programming & Networking,
1601,Faisal Shahzad ,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,,
1602,Ali Samad Tauni,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,,
1603,Ishrat Hayat Malik,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSCS,,,,"Web Designing and Web Development, Java Mobile Application, Software Development, Urdu Programing using Java, Data Structure, Building E-Commerce Applications.",
1604,Syed Rafaqut Hussain Kazmi,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,"Software Engineering (Testing, Swe Quality Assurence).",
1605,Zaman Ali,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MCS,,,,,
1606, Muzammil-ul-Rehman,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,BSCS,,,,,
1607,Maria Gillani,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,,
1608,Waheed Anwer,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MCS,The Islamia University of Bahawalpur ,Pakistan,2004.0," Programming, Networking",
1609,Muhammad Munawar Ahmed,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,,
1610,Saima Abdullah,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of Essex,UK,,"Wireless sensor networks. Internet of things(IoT), Scheduling patterns of sensor messages, Node failures management, QoS aware message scheduling",
1611,Muhammad Zeeshan Afzal,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,,On Study Leave
1612,Aisha Hina Mughal,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,BSCS,,,, Image Processing and Artificial Intelligence.,On Study Leave
1613,Muhammad Zeeshan Jhandir,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,,On Study Leave
1614,Hafiz Munsub Ali,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSCS,,,,"Stochastic Processes, Markov Logic, Wireless Technology",On Study Leave
1615,Muhammad Omar,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSCS,University of Engineering and Technology,Pakistan,2006.0,,On Study Leave
1616,Shahzad Mumtaz,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,PhD,"Aston University, Birmingham",UK,,"Machine Learning/Data Science/Data Mining/Statistical Pattern Analysis in general but with a particular interest in probabilistic approaches of high-dimensional data projection approaches and their use in answering questions related to biological problems related to protein analytics, patient specific analytics etc.",
1617,Afsah Imtiaz Elahi,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MS,,,,"SPM, HCI",
1618,Nazir Ahmad,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MSCS,University of Agriculture Faisalabad,Pakistan,2011.0,,
1619,Azhar Mushtaq,"University of Sargodha,Bhakkar Campus",Computer Science,Punjab,Assistant Professor/In Charge,,,,,,
1620,Faheem Ahmed Khalid,"University of Sargodha,Bhakkar Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1621,Muhammad Abu Bakar,"University of Sargodha,Bhakkar Campus",Computer Science,Punjab,Lecturer,,,,,,
1622,Khalid Mehmood Aamir,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Assistant Professor/In Charge,PhD,,,,,
1623,M. Waqas Manzoor,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1624,M. Asghar Nadeem,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1625,Mudassar Ali Zaidi,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Lecturer,,,,,,
1626,Hafiz Muhammad Imran,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Lecturer,,,,,,
1627,Shafaan Khaliq,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Lecturer,,,,,,
1628,Samreen Razzaq,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Lecturer,,,,,,
1629,Mehdi Hassan,University of Chakwal,Computer Science,Punjab,Assistant Professor,PhD,Pakistan Institute of Engineering and Applied Sciences,Pakistan,,Machine Learning,
1630,Imran Faizi,University of Chakwal,Computer Science,Punjab,Lecturer,M.Phil,"University of Engineering and Technology,Taxila",Pakistan,,Data Mining and Network Programming,PhD in progress
1631,Farooq Bilal,University of Chakwal,Computer Science,Punjab,Lecturer,M.Phil,"University of Engineering and Technology,Taxila",Pakistan,,Wireless Sensor Network,PhD in progress
1632,Imran Ullah,University of Chakwal,Computer Science,Punjab,Lecturer,M.Phil,Centre for Advanced Studies in Engineering,Pakistan,,Computer Networks,
1633,Sajeela Yaqoob,University of Chakwal,Computer Science,Punjab,Lecturer,M.Phil,,,,Software Engineering,
1634,Mohsin Raza,University of Chakwal,Computer Science,Punjab,Network Administrator,,,,,,
1635,Muhammad Yasir Bhutta,Ghazi University,Computer Science and Information Technology,Punjab,Head of Department,,,,,,
1636,Hafiz Gulfam Ahmad Umar,Ghazi University,Computer Science and Information Technology,Punjab,Lecturer,,,,,,
1637,Muhammad Jasim Shah,Ghazi University,Computer Science and Information Technology,Punjab,Lecturer,,,,,,
1638,Muhammad Gulzar,Ghazi University,Computer Science and Information Technology,Punjab,Lecturer,,,,,,
1639,Zaib-ul-Nisa Khosa,Ghazi University,Computer Science and Information Technology,Punjab,Lecturer,,,,,,
1640,Tasleem Mustafa,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Assistant Professor/Chairman,,,,,create/use new database technologies to modern hardware and large applications for the proper use of resources.,
1641,Ahsan Raza Sattar,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Assistant Professor,,,,,"create/use new technologies of image enhancement, image information gathering. Decision support system based on image processing.",
1642,Ahsan Latif,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Assistant Professor,PhD,,Austria,,"Computer Vision, Artificial Intelligence, Nonlinear Dynamics",HEC Approved Supervisor
1643,Imran Mumtaz,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Assistant Professor,,,,,,
1644,Salman Afsar Awan,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,,
1645,Ahmed Mateen,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"Software application Design & Analysis for corporate infrastructure’s evaluation, design and implementation are major area of expertise.",
1646,Saqib Ali,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Assistant Professor,PhD,,,,"Networking and distributed computing technology, Multi-channel multi-radio high speed wireless networks, Network performance monitoring and Interference optimization. ",HEC Approved Supervisor
1647,Fahad Jan,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"My main area of research is in the design and implementation of advanced programming languages, including functional languages, object-oriented languages, and concurrent languages.",
1648,Muhammad Azam Zia,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"To extend research methodologies in IT rapid change in technology, IETF design and standardized different transport protocols. To understand and explore the functionalities of these protocols using different simulators like NS-2, Opnet, Qualnet etc.",
1649,Raheela Nasim,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"Theoretical Foundation of Software Engineering, Modeling and Enactment of Software Traditional and Agile Processes, Software Architecture for Service oriented and cloud based provisioning, State-of-the-art and State-of-the Practice in Software Architecture, Evolution of requirements over time, product families and variability.",
1650,Akmal Rehan,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"My main area of research is Data Communication and Networks, which includes the design and implementation of Networks.",
1651,Nayyar Iqbal,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"specialization in object oriented design and analysis with extensive experience in the full life cycle of software design process including requirement definition, analysis, proof of concepts, design, interface implementation, testing and maintenance",
1652,Qamar Nawaz,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,MSCS,,,,,
1653,Hassan Tariq,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,MS,,,,,
1654,Kareem Ullah,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"Global Software Development, Offshore Software Development, Software Requirement Engineering, Software Process Engineering",
1655,M. Ramzan Talib,Government College University Faisalabad,Computer Science,Punjab,Chairperson,,,,,,
1656,Muhammad Kashif Hanif,Government College University Faisalabad,Computer Science,Punjab,Assistant Professor,PhD,Hamburg University of Technology,Germany,2014.0,,
1657,Sami Ullah,Government College University Faisalabad,Computer Science,Punjab,Assistant Professor,MS,"University of Agriculture, Faisalabad",Pakistan,,,
1658,Muhammad Usman,Government College University Faisalabad,Computer Science,Punjab,Lecturer,,,,,,
1659,Sh. Muhammad Aamir,Government College University Faisalabad,Computer Science,Punjab,Lecturer,MS,"Government College University, Faisalabad",Pakistan,,,
1660,Muhammad Irfan Khan,Government College University Faisalabad,Computer Science,Punjab,Lecturer,MS,"University of Agriculture, Faisalabad",Pakistan,,,
1661,Muhammad Younas,Government College University Faisalabad,Computer Science,Punjab,Lecturer,,,,,,
1662,Tahir Abdullah,Government College University Faisalabad,Computer Science,Punjab,Lecturer,MS,University of the Punjab,Pakistan,,,
1663,Rao Sohail Iqbal Asif,Government College University Faisalabad,Computer Science,Punjab,Lecturer,MS,University of Central Punjab,Pakistan,,,
1664,Nafees Ayub,Government College University Faisalabad,Computer Science,Punjab,Lecturer,MS,"Government College University, Faisalabad",Pakistan,,,
1665,Asma Sajid,Government College University Faisalabad,Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,2013.0,,
1666,Uzma Jamil,Government College University Faisalabad,Computer Science,Punjab,Lecturer,PhD,"Bahria University,Islamabad",Pakistan,2017.0,,
1667,Ghulam Ali,Government College University Faisalabad,Computer Science,Punjab,Lecturer,,,,,,
1668,Muhammad Adeel Zahid,Government College University Faisalabad,Computer Science,Punjab,Lecturer,,,,,,
1669,Syeda Mamoona,Government College University Faisalabad,Computer Science,Punjab,Examiniation Coordinator,,,,,,
1670,Muhammad Aater Javed,Government College University Faisalabad,Computer Science,Punjab,Lab Engineer,MS,"University of Agriculture, Faisalabad",Pakistan,,,
1671,Waqar Ahmad,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor/Chairman,MSCS,Blekinge Institute of Technology,Sweden,2010.0,"Data Mining with emphasis of big data analytics, Machine Learning, Applications of Machine learning and data mining, Decision support system, Applications of machine learning in health sciences",
1672,Muhammad Asif Habib,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,JKU,Austria,,"Computer Networks (Information Network Security (Access Control/Authorization), Cloud Computing Security)",HEC Approved Supervisor
1673,Muhammad Asif,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,Asian Institute of Technology,Thailand,,,HEC Approved Supervisor
