,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
1176,Muhammad Saleem Vighio,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Associate Professor,PhD,,Denmark,,,
1177, Zahid Hussain Abro,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Professor,PhD,,Austria,,,
1178,Muhammad Ibrahim Channa,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Professor/Chairman,PhD,Asian Institute of Technology,Thailand,,,
1179,Akhtar Hussain Jalbani,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Associate Professor,PhD,,Thailand,,,
1180,Nazar Hussain Phulpoto,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Associate Professor,PhD,,China,,,
1181,Rafia Naz Memon,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Assistant Professor,PhD,,Malaysia,,,
1182,Fiza Siyal,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Assistant Professor,ME,Mehran University of Engineering & Technology,Pakistan,,Software Testing and Quality Assurance ,
1183,Saifullah Memon,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Assistant Professor,MS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,,
1184,Asghar Ali Chandio,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Assistant Professor,MS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,Computer Vision and Pattern Recognition ,
1185,Saima Siraj Soomro,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Assistant Professor,MS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,,
1186,Shah Zaman,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Assistant Professor,MS,Mohammad Ali Jinnah University,Pakistan,,,
1187,Baqar Ali Zardari,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Assistant Professor,MS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,,
1188,Waqas Ali Sahito,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Assistant Professor,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,,MS in progress from QUEST
1189,Zeeshan Rasool Memon,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Lecturer,MS,,Malaysia,,,
1190,Ghulam Hussain Jalbani,"QUAID-E-AWAM UNIVERSITY OF ENGINEERING, SCIENCE & TECHNOLOGY,NAWABSHAH
",Computer Science,Sindh,Lecturer,BS,,,,,
1191,Mukhtiar Ali Unar,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Professor,PhD,,,,,
1192,Sheeraz Memon,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Associate Professor,PhD,,,,,
1193,Tariq Jamil Saifullah Khanzada,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Professor,PhD,,,,,
1194,Javed Ali Baloch,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Associate Professor,PhD,,,,,
1195,Shahnawaz Talpur,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Associate Professor,PhD,,,,,
1196,Liaquat Ali Thebo,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Assistant Professor,,,,,,
1197,Naveed Ahmed Jaffari,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Associate Professor,,,,,,
1198,Arbab Ali Samejo,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Associate Professor,,,,,,
1199,Rizwan Badar Baloch,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Associate Professor,,,,,,
1200,Adnan Ashraf Arain,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Associate Professor,PhD,,,,,
1201,Noor-u-Zaman Laghari,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Associate Professor,PhD,,,,,
1202,Bushra Naz,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Lecturer,,,,,,
1203,Sammer Zai,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Lecturer,PhD,,,,,
1204,Ahsan Ansari,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Lecturer,PhD,,,,,
1205,Ali Asghar Manjotho,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Lecturer,,,,,,
1206,Fawad Mangi,"MEHRAN University of Engineering and Technology,Jamshoro",Department of Computer Systems & Software Engineering,Sindh,Lecturer,,,,,,
1207,Noor Ahmed Shaikh,"Shah Abdul Latif University, Khairpur",Computer Science,Sindh,,PhD,,Pakistan,,,
1208,Mumtaz Hussain Mahar,"Shah Abdul Latif University, Khairpur",Computer Science,Sindh,Dean,PhD,,UK,,,
1209,Javed Ahmed Mahar,"Shah Abdul Latif University, Khairpur",Computer Science,Sindh,Associate Professor/Chairman,PhD,,Pakistan,,,
1210,Hidayatullah Shaikh,"Shah Abdul Latif University, Khairpur",Computer Science,Sindh,Assistant Professor,MS,,Pakistan,,,
1211,Abdul Wahid Shaikh,"Shah Abdul Latif University, Khairpur",Computer Science,Sindh,Assistant Professor,MS,,Pakistan,,,
1212,Abdul Rauf Avesi,"Shah Abdul Latif University, Khairpur",Computer Science,Sindh,Assistant Professor,MS,,Pakistan,,,
1213,Asadullah Kehar,"Shah Abdul Latif University, Khairpur",Computer Science,Sindh,Assistant Professor,MS,,France,,,
1214,Masooque Ali Mahar,"Shah Abdul Latif University, Khairpur",Computer Science,Sindh,Assistant Professor,MS,,Pakistan,,,PhD in progress
1215,Shahid Hussain Danwer,"Shah Abdul Latif University, Khairpur",Computer Science,Sindh,Lecturer,MS,,Pakistan,,,
1216, Rafaqat Hussain Arain,"Shah Abdul Latif University, Khairpur",Computer Science,Sindh,Assistant Professor,PhD,,China,,,
1217,Riaz Ahmed Shaikh,"Shah Abdul Latif University, Khairpur",Computer Science,Sindh,Assistant Professor,PhD,,China,,,
1218,Samina Rajper,"Shah Abdul Latif University, Khairpur",Computer Science,Sindh,Assistant Professor,PhD,"Shah Abdul Latif University, Khairpur",Pakistan,,,
1219,Mairaj Nabi Bhatti,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Assistant Professor,MS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,,PhD in progress from QUEST
1220,Marina Sherbaz Mari,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Lecturer,MS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,,
1221,Zaira Hassan Amur,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Lecturer,BS,Sindh University,Pakistan,,,MS in progress from Sindh University Jamshoro
1222,Mohsin Amur,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Lecturer,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,,MS in progress from QUEST
1223,Sagheer Rajper,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Lecturer,BS,Sindh Agriculture University,Pakistan,,,MS in progress from Tondo-Jam University
1224,Imran Ali Memon,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Lecturer,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,,MS in progress from QUEST
1225,Shabab Akram,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Research Associate,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,,MS in progress from QUEST
1226,Abdul Jabbar Brohi,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Research Associate,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,,MS in progress from QUEST
1227,Shahzad Khaskheli,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Research Associate,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,,MS in progress from QUEST
1228,Imran Asif Memon,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Research Associate,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,,MS in progress from QUEST
1229,Umair Ramzan Sheikh,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Lecturer,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,,,MS in progress from QUEST
1230,MUHAMMAD SALEEM CHANDIO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Professor/Director & Registrar,PhD,Swansea,UK,2002.0,,
1231,RIAZ AHMED MEMON,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Professor,PhD,University of Shanghai for Science and Technology,China,1993.0,Mathematics,
1232,ABDUL SATTAR SOOMRO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Professor,Post Doc,"Griffith University,Nathan Campus",Australia,2005.0,,
1233,ABDUL GHAFOOR MEMON,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Professor,Post Doc,,Canada,,"Distributed Applications,Systems Management,Policy-Based Management,QoS Management,Autonomic Computing,Cloud Computing,Big Data Virtualization,Resource Management,Context-Aware Applications,Web developer with System analysis and Web site Design and application integration.",
1234,SHAIKH ABDUL WASIM,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Professor,PhD,,China,2006.0,,
1235,AYAZ KEERIO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Professor,PhD,University of Sussex,UK,2011.0,"Digital Signal Processing,Speech Recognition and Synthesis systems,Computer Networks.",
1236,JALBANI SHAMSUDDIN,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,MS,Sindh University,Pakistan,1985.0,,
1237,BALOCH MUJEEB-U-REHMAN MAREE,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Professor,PhD,,China,2006.0,,
1238,SOOMRO ABDUL KARIM,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,MSc,Sindh University,Pakistan,1987.0,,
1239,MEMON FIAZ AHMED,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,MSc,Sindh University,Pakistan,,,
1240,HUSSAINI NAZISH NAWAZ,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,Mphil,Sindh University,Pakistan,2008.0,,
1241,ZAIN-UL-ABDIN KHUHRO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Professor,PhD,University of Essex,UK,2011.0,"Bioinformatics,Structural biology,Graph theory,Operations Research",
1242,MALLAH MUHAMMAD RAFIQUE,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,MSc,Sindh University,Pakistan,,,
1243,FARHAT NAUREEN MEMON,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Associate Professor,PhD,University of Essex,UK,2012.0,,
1244,HYDER ALI NIZAMANI,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Associate Professor,PhD,University of Leicester,UK,2012.0,,
1245,QURAT UL AIN NIZAMANI,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Associate Professor,PhD,University of Leicester,UK,2012.0,,
1246,NOOR JEHAN RAJPER,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,PhD,University of Leicester,UK,2012.0,,
1247,IMTIAZ ALI KOREJO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Associate Professor,PhD,University of Leicester,UK,2012.0,,
1248,YASIR ARFAT MALKANI,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Associate Professor,PhD,University of Sussex,UK,2011.0,"Pervasive Computing,secure device/service discovery, activity recognition and access control mechanisms using proximity/sensors' data, policy-based systems, context-awareness and adaptation mechanisms,sensor networks, wireless networks (including WiFi, Bluetooth, WiMAX, etc), and solutions to various issues in distributed and pervasive computing systems through the integration of tools and techniques from distinct disciplines/areas.  ",
1249,AFTAB AHMED CHANDIO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,PhD,Chinese Academy of Sciences,China,2016.0,"resource management, job scheduling strategies, energy efficiency, and workload characterization for performance optimization of parallel and distributed systems such as cloud computing, and location-based services i.e., map-matching strategy for GPS trajectories",
1250,FIDA HUSSAIN CHANDIO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Associate Professor,Post Doc,"International Islamic University,Islamabad",Malaysia,2015.0,computing and information systems domain.,
1251,NANGRAJ ABDUL REHMAN,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,BS,Sindh University,Pakistan,2005.0,,
1252,BROHI KAMRAN,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,MSc,Sindh University,Pakistan,,,
1253,UNAR KULSOOM SAIMA,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,Mphil,Sindh University,Pakistan,2015.0,,
1254,BULEDI ASADULLAH,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,BS,Sindh University,Pakistan,2007.0,,
1255,SOOMRO ASIA KHATOON,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,,,,,,
1256,KASHIF MEMON,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,MS,Sindh University,Pakistan,2015.0,,
1257,ZUBAIR AHMED KALHORO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,PhD,Xiamen university,China,2016.0,"Numerical linear algebra,Matrix Computation,Numerical Analysis",
1258,SYEDA HIRA FATIMA NAQVI,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,B.Ed,Sindh University,Pakistan,2012.0,,Phil leading to Ph.D. (Course Work 4 CGPA) from University of Sindh
1259,Hasina Khatoon,FAST(Karachi),Computer Science,Sindh,Professor,PhD,NED University of Engineering And Technology,Pakistan,, High Performance Computing with special emphasis on new and emerging architectures including multicore processors,
1260,Jawad Ahmed Shamsi,FAST(Karachi),Computer Science,Sindh,Professor,PhD,Wayne State University,USA,2009.0,,
1261,Muhammad Atif Tahir,FAST(Karachi),Computer Science,Sindh,Professor,PhD,The Queens University of Belfast,UK,2006.0,"Machine Learning & Combinatorial Optimization Techniques with applications in image / video retrieval, cancer classification, surface inspection, bioinformatics, multi-label classification, and face recognition",
1262,Zulfiqar Ali Memon,FAST(Karachi),Computer Science,Sindh,Associate Professor,PhD,"Vrije University, Amsterdam",Netherland,2010.0,,
1263,Fahad Samad,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,RWTH Aachen University,Germany,2011.0,,
1264,Farooque Hassan Kumbhar,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,Sungkyunkwan University,South Korea,2017.0,"Network Security and Data Security, Name Data Network or Content Centric Network, Security and Privacy isssues in MANET or Ad hoc computing, Internet of Things, Machine-to-Machine and Device-to-Device Communications, Wireless Communications (4G, 5G, etc. ), Optimization",
1265,Jalaluddin Qureshi,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,Nanyang Tech University,Singapore,2014.0,"Error Correction Coding, Optimization Wireless Routing, Mathematical analysis of transmission networks, Evolutionary computation, Applied Machine Learning",
1266,Sufian Hameed,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,RWTH Aachen University,Germany,2012.0,,
1267,Syed Tahir Qasim,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,Universite d'Evry Val d'Essonne,France,2011.0,,
1268,Ubaid Aftab,FAST(Karachi),Computer Science,Sindh,Adjunct Professor,MS,Monash University,Australia,2005.0,,
1269,Abdul Aziz,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2006.0,"Disaster Management, Information Systems, Geo Informatics, Social Informatics, Urban Planning, Image Processing",
1270,Abdul Rahman,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Sir Syed University of Engineering and Technology,Pakistan,2004.0,"Elliptic Curve Cryptography, Embedded OS, Quality Assurance & Software Engineering, Open source technology, Databases, Vocational trainings for intellectually challenged
",
1271,Atika Burni,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MBA,Hamdard University,Pakistan,2000.0,,
1272,Faraz Idris Khan,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Kyung Hee University,South Korea,2008.0,,
1273,Farrukh Hasan Syed,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Institute of Business Administration,Pakistan,2011.0,,
1274,Khalid Iqbal Soomro,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,New York Institute of Technology,USA,1983.0," Computer Hardware, Computer Architecture, Mass-Storage devices (Winchester, Flash and Solid-State Drives.)",
1275,Mohammad Rafi,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology,Pakistan,2007.0,"Data Communication, Computer Network, Algorithms development, Programming languages and Machine learning.",
1276,Muhammad Shahzad,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Fedral Urdu University,Pakistan,2012.0,,
1277,Nadeem Kafi Khan,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2007.0,,
1278,Nauman Atique,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2008.0,,
1279,Nouman Durrani,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2007.0,,
1280,Shahbaz Akhtar Siddqui,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2014.0,,
1281,Ahsan Shah,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,2017.0,"Data Mining, Machine Learning, Brain Computer Interface (BCI), Intelligent Transportation Systems",
1282,Amber Yaseen Khan,FAST(Karachi),Computer Science,Sindh,Lecturer,BE,NED University of Engineering And Technology,Pakistan,2011.0,,
1283,Anum Qureshi,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Mehran University of Engineering & Technology,Pakistan,2014.0,"Big Data Security, Deep Learning,Algorithms",
1284,Behraj Khan,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2014.0,,
1285,Faiza Sattar,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,NED University of Engineering And Technology,Pakistan,2015.0,"Software Engineering, Data Mining, Image Processing",
1286,Javeria Farooq,FAST(Karachi),Computer Science,Sindh,Lecturer,BS,Bahria University,Pakistan,2012.0,,
1287,Mahwish Amjad,FAST(Karachi),Computer Science,Sindh,Lecturer,BE,NED University of Engineering And Technology,Pakistan,2011.0,,
1288,Muhammad Danish Khan,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,ISRA University,Pakistan,2015.0,"VANETs, Databases, Data Mining, IoT, Natural Language Processing",
1289,Murk Marvi,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Mehran University of Engineering & Technology,Pakistan,2015.0,,
1290,Naila Shah,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,University of Kent,UK,2006.0,,
1291,Nausheen Shoaib,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Hamdard University,Pakistan,2013.0,,
1292,Sehrish Hina,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Bahauddin Zakariya University,Pakistan,2014.0,,
1293,Shahar Bano Husnine,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2007.0,,
1294,Shoaib Raza,FAST(Karachi),Computer Science,Sindh,Lecturer,BS,University of Karachi,Pakistan,2012.0,,
1295,Subhash Sagar,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,South Asian University,Pakistan,2016.0,,
1296,Syeda Rubab Manzar,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,National University of Sciences and Technology,Pakistan,2009.0,"Software Engineering, Database Systems, Algorithms",
1297,Tania Iram,FAST(Karachi),Computer Science,Sindh,Lecturer,BS,Bahauddin Zakariya University,Pakistan,2000.0,,
1298,Zeeshan Khan,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Capital University of Science and Technology,Pakistan,2015.0,,
1299,S.M. Aqil Burney,University of Karachi,Computer Science,Sindh,Professor,PhD,,UK,,"Artificial Intelligence, Software Engineering, Optimization",
1300,Dr. M. Sadiq Ali Khan,University of Karachi,Computer Science,Sindh,Associate Professor,PhD,,UK,,,
1301,Dr. Nadeem Mahmood,University of Karachi,Computer Science,Sindh,Associate Professor,Post Doc,"International Islamic University,Islamabad",Malaysia,,"Temporal and Spatial Database Systems, Artificial Intelligence, Health Information Systems, Software Engineering ",
1302,Mr. Badar Sami,University of Karachi,Computer Science,Sindh,Assistant Professor,MCS,University of Karachi,Pakistan,,"Languages, Software Development, Information Mgmt & Operating Systems ",PhD candidate
1303,Mr. Syed Jamal Hussain,University of Karachi,Computer Science,Sindh,Assistant Professor,MCS,University of Karachi,Pakistan,,"Languages, Data Mining, Data Modeling ",
1304,Dr. Tahseen Ahmed Jilani,University of Karachi,Computer Science,Sindh,Assistant Professor,PhD,University of Karachi,Pakistan,,"Soft Computing, Data Mining, Fuzzy Set Theory ",
1305,Dr. Muhammad Saeed,University of Karachi,Computer Science,Sindh,Assistant Professor,PhD,University of Karachi,Pakistan,,"Operating Systems, Networking, Parallel Computing ",
1306,Mr. Hussain Saleem,University of Karachi,Computer Science,Sindh,Assistant Professor,MS,University of Karachi,Pakistan,,"Software Project Management, Software Configuration Management",PhD candidate
1307,Mr. S. M. Khalid Jamal,University of Karachi,Computer Science,Sindh,Assistant Professor,Mphil,,,,"Databases & DBMS, Grid/Cloud Computing, Data / Text / Web Mining & Knowledge Discovery, MIS, Information Extraction / Integration, Big Data Analytics, Social Media / Network Analysis ",PhD candidate
1308,Mr. Syed Asim Ali,University of Karachi,Computer Science,Sindh,Assistant Professor,M.A,University of Karachi,Pakistan,,,PhD candidate
1309,Mr. Farhan Ahmed Siddiqui,University of Karachi,Computer Science,Sindh,Assistant Professor,MS,,,,"Computer Networks & Communication, WSN, Programming & OOP, Financial Accounting / Management ",PhD candidate
1310,Dr. Humera Tariq,University of Karachi,Computer Science,Sindh,Assistant Professor,PhD,University of Karachi,Pakistan,,"Computer Graphics, Image Processing, Discrete Mathematics ",
1311,Dr. Zain Abbas (F.S.L.),University of Karachi,Computer Science,Sindh,Assistant Professor,PhD,University of Karachi,Pakistan,,,
1312,Mr. Muhammad Sajid (F.S.L) ,University of Karachi,Computer Science,Sindh,Lecturer,,,,,,
1313,Ms. Shaista Rais,University of Karachi,Computer Science,Sindh,Lecturer,,,,,,
1314,Ms. Humera Bashir,University of Karachi,Computer Science,Sindh,Lecturer,,,,,,
1315,Ms. Madiha Khurram,University of Karachi,Computer Science,Sindh,Lecturer,,,,,,
1316,Mr. Taha Bin Niaz,University of Karachi,Computer Science,Sindh,Lecturer,M.Eng,NED University of Engineering And Technology,Pakistan,,,
1317,Ms. Maryam Feroz,University of Karachi,Computer Science,Sindh,Lecturer,MS,Institute of Business Administration,Pakistan,,,
1318,Najmi Ghani Haider.,"NED,UET",Computer Science,Sindh,Professor/Chairman,PhD,Brunel University,UK,,"Machine Learning, Robust Speech Recognition, Image Processing.",
1319,Sohail Abdul Sattar.,"NED,UET",Computer Science,Sindh,Professor/Co-Chairman,PhD,NED University of Engineering And Technology,Pakistan,,"Computer Vision, Image Processing and Computational Linguistics.",
1320,Sh. Muhammad Wahabuddin Usmani.,"NED,UET",Computer Science,Sindh,Associate Professor,PhD,NED University of Engineering And Technology,Pakistan,,Software Development Methodologies.,
1321,Najeed Ahmed Khan.,"NED,UET",Computer Science,Sindh,Associate Professor,PhD,University of Leeds,UK,,Computer Vision.,
1322,Muhammad Mubashir Khan.,"NED,UET",Computer Science,Sindh,Associate Professor,PhD,University of Leeds,UK,,Information Security.,
1323,Saba Izhar Haque.,"NED,UET",Computer Science,Sindh,Assistant Professor,Mphil,University of Manchester Institute of Science and Technology,UK,,Data Mining .,
1324,Saman Hina.,"NED,UET",Computer Science,Sindh,Assistant Professor,PhD,University of Leeds,UK,,Semantics.,
1325,Shariq Mahmood Khan.,"NED,UET",Computer Science,Sindh,Assistant Professor,PhD,Brunel University,UK,,Wireless Ad-Hoc Routing Protocols and Information Security.,
1326,Shehnila Zardari.,"NED,UET",Computer Science,Sindh,Assistant Professor,PhD,The University of Birmingham,UK,,"Cloud Adoption: A Goal-Oriented Requirements Engineering Approach Research Interests: Requirements Engineering, Risk Management, Cloud Architecture, Software Engineering",
1327,Raheela Asif.,"NED,UET",Computer Science,Sindh,Assistant Professor,PhD,NED University of Engineering And Technology,Pakistan,,Educational Data Mining,
1328,Waseemullah.,"NED,UET",Computer Science,Sindh,Lecturer,MCIT,NED University of Engineering And Technology,Pakistan,,Databases and Software Engineering.,
1329,Umer Farooq.,"NED,UET",Computer Science,Sindh,Lecturer,MCIT,NED University of Engineering And Technology,Pakistan,,Computer Vision,PhD in progress
1330,Kashif Mehboob Khan.,"NED,UET",Computer Science,Sindh,Lecturer,MCIT,NED University of Engineering And Technology,Pakistan,,Online Information Security in Financial Transactions,
1331,Uzma Zehra.,"NED,UET",Computer Science,Sindh,Lecturer,MS,Institute of Business Administration,Pakistan,,"Artificial Intelligance, Software Engineering, Web Development .",
1332,Sidra,"NED,UET",Computer Science,Sindh,Lecturer,ME,Mehran University of Engineering & Technology,Pakistan,,"Image Processing, Software Engineering.",
1333,Maria Andaleeb Siddiqui.,"NED,UET",Computer Science,Sindh,Lecturer,ME,NED University of Engineering And Technology,Pakistan,,Machine Learning.,
1334,Imran Khan,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Assistant Professor,PhD,"Institute of Business Administration,Karachi",Pakistan,2015.0,,
1335,Imran N. Junejo,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Associate Professor,PhD,University of Central Florida,USA,2007.0,,
1336,Imran Rauf,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Assistant Professor,PhD,Max Planck Institute for Computer Science,Germany,2011.0,,
1337,Nasir Touheed,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Professor,PhD,University of Leeds,UK,1999.0,,
1338,Quratulain Nizamuddin Rajput,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Assistant Professor,PhD,"Institute of Business Administration,Karachi",Pakistan,2011.0,,
