,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
411,Dr.Arif ur Rehman,"Bahria University,Islamabad",Computer Science,Capital,Senior Assistant Professor,PhD,University of Porto,Portugal,2013.0,"Digital Preservation, Database Preservation, Information Retrieval, Information Systems",
412,Dr. Muhammad Asfand-e-yar,"Bahria University,Islamabad",Computer Science,Capital,Senior Assistant Professor,PhD,Vienna University of Technology,Austria,2011.0,"Semantic Web Technology, Smart Technologies, Digital Right Management Systems",
413,Ms. Saima Jawad ,"Bahria University,Islamabad",Computer Science,Capital,Senior Assistant Professor,MS,University of Manchester,UK,1995.0,"Learning Systems,Quality in Higher Education",
414,Dr. Sabina Akhtar,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,PhD,"Université Henri Poincaré, Nancy 1,",France,2012.0,"Distributed Algorithms, Formal Methods, Model Checking",
415,Dr. Muneeb Gohar,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,PhD,Kyungpook National University,South Korea,2012.0,,
416,Mr. Suroor Zaidi,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,MS,Bahria University,Pakistan,2016.0,Software Engineering,
417,Mr. Assad Iqbal,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,MS,Centre for Advanced Studies in Engineering,Pakistan,2011.0,"Engineering Education, Human Factors in Engineering, Big Data and Cloud.",
418,Mr. Ghulam Ali Mirza,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,MS,Mohammad Ali Jinnah University,Pakistan,2010.0,"Data Integration, Image Processing",
419,Ms. Ambrina Kanwal,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,MS,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology,Pakistan,2008.0,"Cryptography,Numerical Computing",
420,Mr Khushal Shah,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,MS,Queen Mary University of London,UK,2013.0,"Distributed Computing, Cloud Computing, Grid Computing, Database Systems.",
421,Dr. Waqas Aman,"Bahria University,Islamabad",Computer Science,Capital,Senior Assistant Professor,PhD,"Norwegian University of Science and Technology (NTNU),",Norway,2016.0,"Security in Critical Infrastructures, Privacy, Security in Smart Ecosystems, Application Security, Risk Management, Adaptive Security, Internet of Things(IoT), Big Data Security.",
422,Dr.Jaffar Aman,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,PhD,The Islamia University of Bahawalpur ,Pakistan,2016.0,,
423,Dr.Ubaid Ahmed Nisar,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,PhD,COMSATS Institute of Information Technology,Pakistan,2017.0,,
424,Dr. Kashif Naseer,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,PhD,Universiti Technologi,Malaysia,2016.0,,
425,Ms. Mahvish Pervaiz,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,MS,Bahria University,Pakistan,2015.0,speech processing and data mining,
426,Ms. Alyia Amir,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,MS,California State University,USA,2003.0,Data Mining,
427,Ms. Fouzia Tauqeer,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,Mphil,Quaid-i-Azam University,Pakistan,2011.0,"Statistical quality control and quality management, Linear profile methodologies for statistical process control",
428,Mr.Ali Irfan,"Bahria University,Islamabad",Computer Science,Capital,Assistant Professor,MS,"International Islamic University,Islamabad",Pakistan,2013.0,,
429,Mr Abdul Hannan,"Bahria University,Islamabad",Computer Science,Capital,Senior Lecturer,MS,"Bahria University,Islamabad",Pakistan,2014.0,Telecommunication and Networking,
430,Ms. Erum Ashraf,"Bahria University,Islamabad",Computer Science,Capital,Senior Lecturer,MS,"International Islamic University,Islamabad",Pakistan,2012.0,Software Engineering,
431,Ms.Momina Moetesum,"Bahria University,Islamabad",Computer Science,Capital,Senior Lecturer,MS,"Bahria University,Islamabad",Pakistan,2011.0,Image Analysis and Pattern Classification,PhD in progress from Bahria University
432,Ms. Anum Ayaz,"Bahria University,Islamabad",Computer Science,Capital,Senior Lecturer,MS,"Bahria University,Islamabad",Pakistan,2013.0,,
433,Ms. Romana Talat,"Bahria University,Islamabad",Computer Science,Capital,Senior Lecturer,MS,"Bahria University,Islamabad",Pakistan,2016.0,Image Processing,
434,Ms. Sameen Arshad,"Bahria University,Islamabad",Computer Science,Capital,Senior Lecturer,MS,,,,,
435,Mr. Usman Shafique,"Bahria University,Islamabad",Computer Science,Capital,Senior Lecturer,MS,COMSATS Institute of Information Technology,Pakistan,2016.0,Information Security,
436,Ms. Naila Shaheen,"Bahria University,Islamabad",Computer Science,Capital,Senior Lecturer,MPhil,Quaid-i-Azam University,Pakistan,2011.0,"Non-Newtonian Fluid, Analytic Solutions Homotopy, Analysis Method",
437,Mr. Talha Naqash,"Bahria University,Islamabad",Computer Science,Capital,Lecturer,PhD,University of Genova,Italy,2017.0,,
438,Ms. Iqra Javed,"Bahria University,Islamabad",Computer Science,Capital,Lecturer,MS,National University of Sciences and Technology,Pakistan,2013.0,"Text mining, Bi-lingual Social network Analysis, Semantic analysis.",
439,Zain ul Abideen,"Bahria University,Islamabad",Computer Science,Capital,Lecturer,BS,"University of Engineering and Technology,Taxila",Pakistan,2004.0,,"MS in progress from UET,Taxila"
440,Mr. Umar Khatak,"Bahria University,Islamabad",Computer Science,Capital,Lecturer,MS,University of Liverpool John Moores University,UK,2009.0,Information Systems,
441,Ms. Anum Kaleem,"Bahria University,Islamabad",Computer Science,Capital,Lecturer,MS,Bahria University,Pakistan,2015.0,Online Reputation Management Systems,
442,Ms. Maryam Khalid Multani,"Bahria University,Islamabad",Computer Science,Capital,Senior Lecturer,MS,National University of Sciences and Technology,Pakistan,2007.0,Internet of Things; Cloud Computing; Ad hoc Networks; Wireless Sensor Networks; Optical Networks; Algorithm Design and Optimization;,
443,Mr. Saeed ur Rehman,"Bahria University,Islamabad",Computer Science,Capital,Jr.Lecturer,BS,Bahria University,Pakistan,2013.0,Educational data mining,MS in progress from Bahria University
444,Mr. Sabahuddin Waqar,"Bahria University,Islamabad",Computer Science,Capital,Jr.Lecturer,BS,Bahria University,Pakistan,2013.0,,
445,Mr. Zain Bin Khalid,"Bahria University,Islamabad",Computer Science,Capital,Jr.Lecturer,MS,National University of Sciences and Technology,Pakistan,2017.0,"Introduction to EMC/EMI,  Document Writing using LATEX ",
446,Ms. Ramsha Baig,"Bahria University,Islamabad",Computer Science,Capital,Jr.Lecturer,BS,Bahria University,Pakistan,2015.0,"Cloud Computing , Artficial Intelligence",MS in progress from Bahria University
447,Mr. Ramis Ali,"Bahria University,Islamabad",Computer Science,Capital,Jr.Lecturer,MS,"Bahria University,Islamabad",Pakistan,,web ontologies,
448,Ms. Umarah Qaseem,"Bahria University,Islamabad",Computer Science,Capital,Jr.Lecturer,BS,COMSATS Institute of Information Technology,Pakistan,2016.0,"Natural Language Processing, Artificial Intelligence and Robotics.",MS in progress from National University of Sciences and Technology
449,Mr. Junaid Aslam,"Bahria University,Islamabad",Computer Science,Capital,Jr.Lecturer,BS,"Bahria University,Islamabad",Pakistan,2016.0,,MS in progress from Bahria University
