,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
890,Dr. Waqar ul Qounain,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,"Vrije University, Amsterdam",Netherland,,"Computational Modelling, Artificial Intelligence, Data Mining and Machine Learning, Multi-Agent Systems",
891,Dr. Imran Farid Khan,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD, Columbia University,USA,2012.0,Graph Theory (especially Topological Graph Theory),
892,Dr. Mehvish Irfan Poshni,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD, Columbia University,USA,2012.0,Topological graph theory,
893,Dr. Faisal Aslam,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,University of Freiburg, Germany,,"Programming Languages and Compilers, Protocols and Algorithms for Wireless and Wired Networks",
894,Dr. Zubair Nawaz,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD, Delft University of Technology,Netherland,2011.0,"Analysis of Algorithms, Advanced Algorithms, High Performance Computing",
895,Dr. Fawaz Bokhari,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD, University of Texas at Arlington (UTA),USA,2012.0,"Computer networks, broadband wireless networking, wireless multimedia communication, network deployment and monitoring.",
896,Dr. Faisal Bukhari,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,Asian Institute of Technology,Thailand,,"Computer Vision, Image Processing, Machine Learning, and Statistics",
897,Dr Khurram Shahzad,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,KTH Royal Institute of Technology, Sweden,,"Data Warehousing, Business Process Management and Academic Social Network",
898,Dr. Muhammad Shahid Farid,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD, University of Turin,Italy,2015.0,"Image Processing, Computer Vision, Analysis of Algorithms",
899,Dr. Nazar Khan,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD, University of Central Florida, USA,2013.0,"Computer Vision, Image Analysis, Machine Learning",
900,Dr. Waheed Iqbal,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,Asian Institute of Technology,Thailand,,"Cloud Computing, Distributed Systems, Machine Learning, Data Mining, Mobile and Web Computing, Scalable Applications and Architectures, Algorithms Analysis, Data Structures, Operating Systems",
901,Dr. Farsia Hussain,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,University of the Punjab,Pakistan,2015.0,"Computational Mathematics, Linear Algebra, Calculus, Probability and Statistics",
902,Aasim Ali,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,FAST– National University of Computer and Emerging Sciences,Pakistan,2008.0,"Natural Language Processing, Computational Linguistics, Machine Learning, Linguistics",
903,Muhammad Arif Butt,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,University of the Punjab,Pakistan,,"Operating Systems and Systems Programming, Embedded and Real Time Operating Systems",
904,Abdul Khaliq,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,Mphil,University of the Punjab,Pakistan,,"Digital Logic and Design, Computer, Operating System, Architecture, Computer Networks",
905,Asif Sohail,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,Mphil,University of the Punjab,Pakistan,,"Databases, Data Structures, Digital Logic & Design",
906,Asim Rasul,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,MS,University of the Punjab,Pakistan,,"Databases, Information Systems",
907,Ch Ejaz Ashraf,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,MS,University of the Punjab,Pakistan,,"Software Engineering, Software Quality Assurance, Software Project Management",
908,Fareed ul Hassan Baig,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,Mphil,University of the Punjab,Pakistan,2008.0,"Object Oriented Design and Programming, Data Structures, Analysis and Design of Algorithms",
909,Farhan Ahmad Ch,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,MS,Government College University,Pakistan,,Databases,
910,Imran Javed,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,Mphil,University of the Punjab,Pakistan,,"Theory of Formal Languages and Automata, Design and Implementation of Compilers, Programming Languages",
911,Javeria Iqbal,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,Saarland University, Germany,,"Online Algorithms, Robotics and Probabilistic Graphical Models, Enterprise Software Development, Software Engineering",
912,Muhammad Idrees,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,University of the Punjab,Pakistan,,"Programming (C++/JAVA/.NET), Database Design and Administration, Data Structures, Design and Analysis of Algorithms, Theory of Automata.",
913,Muhammad Adeel Nisar,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,Mphil,University of the Punjab,Pakistan,,"Operating Systems, Computer Architecture, System Programming",
914,Muhammad Ahmad Ghazali,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,University of the Punjab,Pakistan,,"Programming Fundamentals, Object-Oriented Programming, Data Structures & Algorithms, Theory of Automata, Discrete Mathematics",
915,Muhammad Kamran,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,University of the Punjab,Pakistan,,,
916,Laeeq Aslam,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,University of the Punjab,Pakistan,,"Graph Theory, Combinatorics, Image and Video Processing, Discrete Mathematics, Theory of Automata and Formal Languages, Multimedia System Design",
917,Dr.Syed Muhammad Ali,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,University of Central Florida, USA,,"Machine Learning, Image Processing, Computer Vision",
918,Tariq Mahmood Butt,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,MSc,,,,"Digital Logic and Design, Microprocessors, Computer Architecture, Operating Systems",
919,Tayyaba Tariq,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2007.0,"Computer Programming, Software Engineering, Software Quality Assurance",
920,Abdul Mateen,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,University of the Punjab,Pakistan,,"Programming, Data Structures",
921,Muhammad Hassan Khan,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,,,,"Programming Languages, Computer Vision and Digital Image Processing",
922,Amina Mustansir,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,University of the Punjab,Pakistan,,"Software Engineering, Enterprise Modeling, Object Oriented Analysis and Design",
923,Anzar Ahmad,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,Oxford Brookes University,UK,,"Agent Modeling, Intelligent Systems, AI, OOP, OOAD, Software Engineering, SW Architecture Pattern, Fundamentals of Programming Languages",
924,Arifa Mirza,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,University of the Punjab,Pakistan,,"Theoretical Physics, Mathematical Physics, Particle Physics, Astronomy, Electronics, Electrodynamics, Magnetism",
925,Esha Aftab,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,MS,Lahore University of Management Sciences,Pakistan,,"Data Structures and Algorithms, Discrete Mathematics, Object-Oriented Programming",
926,Aisha khan,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,,,,"Programming Fundamentals, Object Oriented Programming, ESD.NET",
927,Fakhra Jabeen,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,MSc,"International Islamic University,Islamabad",Pakistan,2004.0,"Programming in C/C++/VC++, Computer Organization",
928,Madiha Khalid,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,University of the Punjab,Pakistan,,"Parallel and Distributed Computing, Computer Vision, Database Systems, Computer Organization and Assembly Language, Business Process Management and academic social networks, Programming (OOP and DSA)",
929,Muhammad Farooq,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,Mphil,University of the Punjab,Pakistan,2009.0,Network Programming,
930,Mian Muhammad Mubasher,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,University of the Punjab,Pakistan,,"Ambient Intelligence, Computational Modeling, Data and Text Mining, Information Retrieval, Social Simulation, Enterprise Application Development, Mobile Computing, Computational Modeling, Artificial Intelligence",
931,Muddassira Arshad,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,University of the Punjab,Pakistan,,"Human Computer Interaction, Software Engineering",
932,Mehwish Kayani,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,MS,Information Technology University (ITU),Pakistan,2014.0,"Software Engineering, Object Oriented Analysis and Design,Software Design and Architecture.",
933,Nastaeen Fatima,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,MS,University of the Punjab,Pakistan,,"Database systems, Project Management, Computer Networks, Software Quality Assurance, Total Quality Management",
934,Shuja-ur-Rehman Baig,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,MS,Lahore University of Management Sciences,Pakistan,2010.0,,
935,Saima Ali,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,University of Canterbury, New Zealand,,"Computer Networks, Wireless Sensor Networks, Opportunistic Networks, Internet Architecture and Protocols",
936,Samreen Jawed,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,Mphil,,,,"Writing Fundamentals, Business and Technical Writing, Communication Skills, English Literature",
937,Sanam Ahmed,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,Mphil,University of the Punjab,Pakistan,,"Big Data Analytics, Distributed Computing, Data Mining, Web Engineering, Object Oriented Programming, Software Engineering, Database Management Systems",
938,Kashif Murtaza,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,Lahore University of Management Sciences,Pakistan,,"Computer Vision, Pattern Recognition and Machine Learning, Multiple View Geometry, Convex Optimization",
939,Saadia Shahzad,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,Punjab University College of Information Technology,Pakistan,,"Data Structures and Algorithms, Computer Vision, High Performance Computing",
940,Sadeeqa Khan,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,MS,University of the Punjab,Pakistan,2010.0,"Management Information Systems, Human Resource Management, Total Quality Management, Organizational Behavior, Software Project Management",
941,Sidra Aslam,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,,,,"Theory of Automata, Enterprise Software Development (.Net), and Network Security",
942,Umair Babar,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,Punjab University College of Information Technology,Pakistan,,"Object Oriented System Design and Implementation, Data Structures and Algorithms, Theory of Automata",
943,Umer Nawaz,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,,,,"Network Programming, Mobile Computing",
944,Zobia Suhail,Punjab University College of Information and Technology,Information Technology,Punjab,Lecturer,PhD,,,,"Machine Learning, Image Processing, Data Structures",
945,Kashif Zahoor,FAST(Lahore),Computer Science,Punjab,Professor,PhD,FAST– National University of Computer and Emerging Sciences,Pakistan,2010.0,Artificial Intelligence,
946,Asif Mahmood Gilani,FAST(Lahore),Computer Science,Punjab,Professor,PhD,University of Patras,Greece,2002.0, Imaging especially in the Data Security Issues,
947,Ghalib Asadullah Shah,FAST(Lahore),Computer Science,Punjab,Adjunct Professor,PhD,Middle East Technical University,Turkey,2007.0,,
948,Mehreen Saeed,FAST(Lahore),Computer Science,Punjab,Associate Professor,PhD,University of Bristol,UK,1999.0,"AI, Computer Vision and Machine Learning.",
949,Ali Afzal Malik,FAST(Lahore),Computer Science,Punjab,Assistant Professor,PhD,University of Southern California,USA,2010.0,empirical software engineering and software cost estimation.,
950,Haroon Mahmood,FAST(Lahore),Computer Science,Punjab,Assistant Professor,PhD,Politecnico di Torino,Italy,2014.0,embedded system design with particular emphasis on the design and modeling of reliable and power-efficient solutions.,
951,Irfan Younus,FAST(Lahore),Computer Science,Punjab,Assistant Professor,PhD,KTH Royal Institute of Technology,Sweden,2014.0,"Evolutionary Algorithms, Bioinformatics, Combinatorial Optimization, Search Heuristics, Multi-objective Optimization, Many-Objective Algorithms, and Machine Learning. ",
952,Maryam Bashir,FAST(Lahore),Computer Science,Punjab,Assistant Professor,PhD,"Northeastern University,Boston",USA,2014.0," Information Retrieval, Machine Leaning, Bioinformatics and Data Sciences.",
953,Mubasher Baig,FAST(Lahore),Computer Science,Punjab,Assistant Professor,PhD,Lahore University of Management Sciences,Pakistan,2016.0,Ensemble Learning (AdaBoost) and its applications.,
954,Muhammad Saqib Ilyas,FAST(Lahore),Computer Science,Punjab,Assistant Professor,PhD,Lahore University of Management Sciences,Pakistan,2016.0,"Computer Networks,
 Distributed Systems
 Cloud Computing",
955,Muhammad Usman Sadiq,FAST(Lahore),Computer Science,Punjab,Assistant Professor,PhD,Purdue University,USA,2016.0," iterative methods to solve inverse problems, neuroimaging techniques including MRI and fMRI, and brain morphometry and topology.",
956,Saira Karim,FAST(Lahore),Computer Science,Punjab,Assistant Professor,PhD,FAST– National University of Computer and Emerging Sciences,Pakistan,2013.0,,
957,Taimur Bakhshi,FAST(Lahore),Computer Science,Punjab,Assistant Professor,PhD,University of Plymouth,UK,2016.0," software defined networking, network measurements, Internet traffic classification, and systems security.",
958,Usman Awais,FAST(Lahore),Computer Science,Punjab,Assistant Professor,PhD,Vienna University of Technology,Austria,2015.0,"Computer Vision, Parallel and Distributed Algorithms, Internet of Things and Information retrieval.",
959,Zareen Alamgir,FAST(Lahore),Computer Science,Punjab,Assistant Professor,PhD,FAST– National University of Computer and Emerging Sciences,Pakistan,2014.0,"Big Data, Recommendation Systems, Data Mining, Distributed Computing and Combinatorial Algorithms. ",
960,Zeeshan Ali Rana,FAST(Lahore),Computer Science,Punjab,Assistant Professor,PhD,Lahore University of Management Sciences,Pakistan,2016.0,"Software Engineering
 Software Quality
 Software Defects
 Software Predictions
 Autonomic Computing",
961,Aamir Raheem,FAST(Lahore),Computer Science,Punjab,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2006.0,,
962,Aamir Wali,FAST(Lahore),Computer Science,Punjab,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2005.0,,
963,Chaudhry Waqar Yar,FAST(Lahore),Computer Science,Punjab,Assistant Professor,MS,University of South Australia,Pakistan,2006.0," web, cloud and IOT technology",
964,Farooq Ahmad,FAST(Lahore),Computer Science,Punjab,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2006.0,application of Information and Communication Technologies for Development (ICT4D) purposes.,
965,Ibrahim Nadir,FAST(Lahore),Computer Science,Punjab,Assistant Professor,MS,Politecnico di Torino,Italy,2014.0,computer networking and network security. ,
966,Ishrat Fatima,FAST(Lahore),Computer Science,Punjab,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2011.0,,
967,Lehmia Kiran,FAST(Lahore),Computer Science,Punjab,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2010.0,Software testing and Interaction design.,
968,Muhammad Ishaq Raza,FAST(Lahore),Computer Science,Punjab,Assistant Professor,MS,University of Central Punjab,Pakistan,2013.0,"data modeling, database design, distributed systems, data warehouse construction and data mining.",
969,Sarim Baig,FAST(Lahore),Computer Science,Punjab,Assistant Professor,MS,Stanford University,USA,2009.0,,
970,Sidra Basharat,FAST(Lahore),Computer Science,Punjab,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2007.0,,
971, Sobia Tariq Javed,FAST(Lahore),Computer Science,Punjab,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2007.0,"computer vision, image processing, Script processing and machine learning. ",
972,Usman Ashraf,FAST(Lahore),Computer Science,Punjab,Assistant Professor,MS,Chalmers University of Technology,Sweden,2009.0,"Software Engineering in general and IT project management, agile methods (TDD, XP), and software verification and validation in particular.",
973,Waqas Zyad,FAST(Lahore),Computer Science,Punjab,Assistant Professor,MS,"Northeastern University,Boston",USA,1992.0,,
974,Aatira Anum,FAST(Lahore),Computer Science,Punjab,Lecturer,MS,Lahore University of Management Sciences,Pakistan,2015.0,,
975,Abeeda Akram,FAST(Lahore),Computer Science,Punjab,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2015.0,,
976,Hafsa Umar,FAST(Lahore),Computer Science,Punjab,Lecturer,BS,FAST– National University of Computer and Emerging Sciences,Pakistan,2011.0,,
977,M.Waqas Manzoor,FAST(Lahore),Computer Science,Punjab,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2015.0,,
978,Mamona Awan,FAST(Lahore),Computer Science,Punjab,Lecturer,MS,Gwangju Institute of Science and Technology,South Korea,2016.0,"computer vision, graphics, augmented reality, 3D modeling and robotics.",
979,Noshaba Nasir,FAST(Lahore),Computer Science,Punjab,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2016.0,"Data Mining, Machine Learning, Text Analytics and Big Data Analytics",
980,Omer Ali,FAST(Lahore),Computer Science,Punjab,Lecturer,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,2016.0,"data mining, and big data analytics.",
981,Samin Iftikhar,FAST(Lahore),Computer Science,Punjab,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2014.0,"Computer Programming, Applied Programming, and Digital Logic Design",
982,Umar Saif,Information Technology University,Computer Science,Punjab,Vice Chancellor,Post Doc,Massachusetts Institute of Technology,USA,2002.0,"Ubiquitous Computing, Operating Systems, Distributed Systems, Mobile Systems, Highspeed Routing Architectures and the impact of IT in developing world countries",
983,Adnan Noor Milan,Information Technology University,Computer Science,Punjab,Associate Professor/Chairperson,PhD,Sapienza University of Rome,Italy,,"Internet of Things (IoT), Wireless Sensor and Ad Hoc Networks, Opportunistic Networks, Mobile and Distributed Systems, Network Virtualization and Cloud Computing, Distributed Algorithms, AI techniques applied to Networks, Exploiting On Board Diagnostics (OBD-II) in Electronic Fuel Injection (EFI) Vehicles",
984,Faisal Kamiran,Information Technology University,Computer Science,Punjab,Assistant Professor,PhD,Eindhoven University of Technology (TU/e),Netherland,2011.0,"Data Science, Machine Learning, Data Mining, Text Mining, Descriptive and Predictive Analytics, Social Media Analytics, Sentiment Analysis, Recommender Systems, Constrain Based Learning, Big Data",
985,Saeed UL Hassan,Information Technology University,Computer Science,Punjab,Assistant Professor,Post Doc,United Nations University International Institute for Software Technology (UNU-IIST),Macau,,"Data Science, Scientific Research Informatics, Scientometrics, Alt-metrics, Information Retrieval, Data Mining, Social Media Analytics, Information Visualisation, Educational Data Mining.",
986,Khurram Bhatti,Information Technology University,Computer Science,Punjab,Assistant Professor,Post Doc,KTH Royal Institute of Technology,Sweden,2014.0,"Embedded Systems, Real-time and Mixed Criticality Systems, Parallel Computing Systems, Runtime Resource Management, Context-aware Computing, and Multicore/Manycore Scheduling.",
987,Suleman Mazhar,Information Technology University,Computer Science,Punjab,Assistant Professor,Post Doc,"Georgetown University,DC",USA,2010.0,"Artificial Intelligence & Machine Learning, Experimental & Computational Neuroscience, Signal & Image Processing (Audio/Video Processing, Sonar/Bio-Acoustics), Wireless Sensor Networks (Environmental & Oceanographic applications)",
988,Falak Sher,Information Technology University,Computer Science,Punjab,Assistant Professor,PhD,RWTH Aachen University,Germany,2015.0,"Analysis of reactive, stochastic, real-time, and hybrid systems. Reduction techniques for probabilistic systems using game theory. Formal software verification, in particular model checking. Formal modeling and analysis of distributed computing. Game theory, Petrinets, process algebra, concurrency theory, mathematical logic and automata theory.",
989,Yasira Waqar,Information Technology University,Computer Science,Punjab,,PhD,Columbia University,USA,2012.0,"Educational Technology Integration at Different Levels, Use of Different Technologies to Improve Student Learning",
990,Tahira Naseem,Information Technology University,Computer Science,Punjab,Assistant Professor,PhD,Massachusetts Institute of Technology,USA,2014.0,"Natural Language Processing, Probabilistic Graphical Models, Linguistics",
991,Mudassir Shabbir,Information Technology University,Computer Science,Punjab,,PhD,"Rutgers State University of New Jersey, NJ",USA,,"Algorithmic and Discrete Geometry, Combinatorics, Extremal Graph Theory",
992,Mohsen Ali,Information Technology University,Computer Science,Punjab,Assistant Professor,PhD,University of Florida,USA,,"solving theoretical and practical problems entailing Computer Vision and Machine Learning, specifically on the problems related to image co-segmentation, remote sensing, medical imaging and affective computing. Our group works extensively in Deep Learning, not only exploring innovative application of deep learning on existing problems but specially extending its theoretical understanding.",
993,Maryam Mustafa,Information Technology University,Computer Science,Punjab,Assistant Professor,PhD,Technical University of Braunschweig,Germany,2015.0,investigating multidisciplinary approaches to HCI and computer graphics issues particularly the perception of highly realistic cg humans,
994,Agha Ali Raza,Information Technology University,Computer Science,Punjab,Assistant Professor,PhD,"Carnegie Mellon University, Pittsburgh",USA,,"Speech and Language Technologies, Designing interfaces for the low-literate, Telephone-based Speech Interfaces for Access to Information by Non-literate Users, Speech Recognition.",
995,Asim Karim,Lahore University of Management Sciences,Computer Science,Punjab,Professor,PhD,The Ohio State University,USA,2002.0,"data mining, machine learning, and applied artificial intelligence",
996,Basit Shafiq,Lahore University of Management Sciences,Computer Science,Punjab,Associate Professor,PhD,Purdue University,USA,2006.0,"Information systems security, secure distributed and networking systems, databases, multimedia information systems, semantic Web, Web services, ontology, and software testing.",
997,Hamid Abdul Basit,Lahore University of Management Sciences,Computer Science,Punjab,Assistant Professor,PostDoc,National University of Singapore,Singapore,2007.0,analysis and semi-automated detection of similarity patterns in software,
998,Humaira Kamal,Lahore University of Management Sciences,Computer Science,Punjab,Assistant Professor,PostDoc,University of British Columbia,Canada,2013.0,"developing systems and techniques that improve the performance, scalability and programmability of parallel computing systems",
999,Ihsan Ayyub Qazi,Lahore University of Management Sciences,Computer Science,Punjab,Associate Professor,PhD,University of Pittsburgh,USA,2010.0,"computer networks and distributed systems and span cloud computing and datacenters, wireless networks, Internet censorship, and ICT for developing regions (including smart grids).",
